Contexto_H,SubCuenca,Cod_Muestr,Cod_SNGM,Nombre_Pto,uTM_Este,uTM_Norte,Elv,Tipo_Pto,Categoria,Campana,Tipo_Piper,Salinidad,Balan_Ioni,Oxigeno_18,Deuterio,Ex_deuteri,D_O,pH_Terr,pH_Lab,CE_terr,CE_Lab_uS_,OD _,OD ppm,Temp_Terr,CO3_mg/l,HCO3_mg/l,SO4_mg_l,Cl_mg_l,NO3_mg_l,Ca_mg_l,Mg_mg_l,Na_mg_l,K_mg_l,Li_mg_l,F_mg_l,Al_mg_l,Sb_mg_l,As_mg_l,Ba_mg_l,Be_mg_l,B_mg_l,Cd_mg_l,Co_mg_l,Cu_mg_l,Cr_mg_l,Sn_mg_l,P_mg_l,Fe_mg_l,Mn_mg_l,Hg_mg_l,Mo_mg_l,Ag_mg_l,Pb_mg_l,Se_mg_l,V_mg_l,Zn_mg_l,Br_mg_l,Rb_mg_l,Sr_mg_l,Y_mg_l,Cs_mg_l,Hf_mg_l,Ta_mg_l,Tl_mg_l,Th_mg_l,u_mg_l,Ni_mg_l,SiO2_mg_l,I_mg_l,SSD_mg_l,STD_mg_l,Alca_CaCO3,TDS_meq_l,Balan_abso,Balan_5,Cat_r_tot,An_r_tot,rNa_rK,rNa,rK,rCa,rMg,rLi,rB,rAs,rFe,rAl,rMn,rZn,rHCO3_rCO3,rHCO3,rSO4,rCl,rNO3,rCO3,rF,rBr,rCa_rCO3,rCa_rSO4,rNa_rCl,rBr_rCl,rMg_rCa,ICB,rCat_tot,Ca,Mg,Na_K,CatX,CatY,rAn_tot,HCO3_CO3,SO4,Cl,AnX,AnY,CeX,CeY,Anion,Cation,K_NaCl,Ca_MgSO4HC,RAS_1,Infoqca,Codlab,InfoOD,Na100
B1,Rio Guatulame,LIM-JC-027,SNGM-LMR-0144,Pozo Fundo Las Represas - Unifruti,315621,6597920,506,Subterranea,Pozo,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,-2.7,-11.18,-81.2,8.28,7.259412435,7.51,7.21,566,561,43.3,3.6,21.08,0,225.77,91.367,13.415,4.349,78.8,4,31.3,1.1,0.02,0.66,0.04,0.005,0.0025,0.009,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0051,0.001,0.001,0.0053,0.0015,0.013,0.387,0.0005,0.764,0.0005,0.0011,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,8.6,0,336,355,185,11.85222724,2.697114557,Admisible,5.766066583,6.085722923,1.3896,1.36146,0.02813,3.932331953,0.329150381,0.002881429,0.107271244,0.00016684,0.000268601,0.003899339,0.000109214,0.000391646,3.700183067,3.700183067,1.902270432,0.378388289,0.070140636,0,0.034740499,0.004837928,-99,2.067178192,3.598054024,0.012785618,0.08370361,-2.67240736,5.65107827,0.695855156,0.058245589,0.245899255,0.27502,0.05044,5.98084,0.618672621,0.318060651,0.063266728,1.322297053,0.275448604,0.863613317,1.06991214,Bicarbonatada,calcica,1.011207648,-1.340971166,0.932695793,2019-029,8285-19,IE 035-19,24.09206597
B1,Rio Guatulame,LIM-JC-028,SNGM-LMR-0181,Pique en camino a Guanilla,312580,6592713,397,Subterranea,Pique,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,4.91,-7.25,-58.2,-0.17,8.022894769,7.31,7.05,501,496,58.6,4.86,22.52,0,295.65,1.389,0.5,1.5,58.8,14.8,26.3,2,0.01,0.13,0.03,0.005,0.0025,0.024,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.024,0.005,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.01,0.265,0.0005,0.287,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,5.3,0,249,263,242,10.34664266,4.913513541,Admisible,5.427939006,4.919515431,1.19513,1.14398,0.05115,2.934278158,1.217856408,0.001440715,0.073668454,0.00016684,0.00126506,0.003463113,0.000362723,0.000308383,4.845458315,4.845458315,0.028919124,0.014103179,0.024191988,0,0.006842826,0.003322444,-99,101.4649727,81.11473684,0.235581201,0.415044635,-83.74182774,5.347263719,0.548743864,0.227753197,0.223502938,0.33738,0.19724,4.88848,0.991199248,0.005915769,0.002884982,1.105842867,0.005123207,0.666151845,0.766690396,Bicarbonatada,calcica,1.181025974,-0.722242874,0.793955324,2019-029,8286-19,IE 035-19,21.39366416
B1,Rio Guatulame,LIM-JC-029,SNGM-LMR-0138,Pozo 3 AdV Combarbala,310103,6548097,890,Subterranea,Pozo,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,1.82,-9.41,-70.1,5.14,7.453741687,7.79,7.28,917,824,37.5,2.91,22.58,0,326.38,52.241,76.988,7.524,90,26.5,51.3,0.5,0.02,0.21,0.02,0.005,0.0269,0.007,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0067,0.00015,0.0025,0.001,0.001,0.0025,0.0283,0.403,0.46,0.0005,0.374,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0031,0.0025,31,0,466,492,267,17.79507341,1.815452285,Admisible,9.063947557,8.74071245,2.24419,2.2314,0.01279,4.491242078,2.180621271,0.002881429,0.127602106,0.001797292,0.000268601,0.002523871,0.000490574,0.012326998,5.34909753,5.34909753,1.087663047,2.171551068,0.12134701,0,0.011053795,0.005754849,-99,4.129258679,1.027562737,0.00265011,0.485527441,-0.033451789,8.916056686,0.50372516,0.244572388,0.251702453,0.37399,0.21181,8.60831,0.621387532,0.126350334,0.252262134,1.415437301,0.109422599,0.86515746,1.062535241,Bicarbonatada,calcica,0.072642269,0.235102772,1.221714759,2019-029,8287-19,IE 035-19,25.0268144
B1,Rio Guatulame,LIM-JC-030,SNGM-LMR-0173,Noria 1 AdV Combarbala,310245,6548292,899,Subterranea,Noria,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,1.84,-9.47,-72.4,3.34,7.646921851,7.52,7.31,614,605,46.7,3.63,23.02,0,303.33,36.134,28.203,5.067,72.5,18.5,36.5,1.3,0.02,0.16,0.03,0.005,0.0078,0.007,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0151,0.01,0.318,0.0005,0.288,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0015,0.0025,18.2,0,348,367,249,13.46629771,1.841396965,Admisible,6.857259746,6.60928716,1.6209,1.58765,0.03325,3.617945007,1.52232051,0.002881429,0.088197843,0.000522858,0.000268601,0.003811066,0.000109214,0.000306631,4.971327146,4.971327146,0.752313634,0.795503907,0.081720534,0,0.008421939,0.003977719,-99,4.809091373,1.995774992,0.00500025,0.420769389,-1.037572125,6.761162103,0.535106976,0.225156635,0.239736389,0.35231,0.19499,6.51914,0.762573525,0.115400665,0.122025809,1.279726142,0.099939908,0.788581432,0.9506275,Bicarbonatada,calcica,0.825392679,-0.583375263,0.990321288,2019-029,8288-19,IE 035-19,23.48186271
B1,Rio Guatulame,LIM-JC-031,SNGM-LMR-0172,Noria APR La Colorada,308554,6561796,716,Subterranea,Noria,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,2.6,-10.06,-75.6,4.84,7.518823833,6.94,6.82,588,583,32.3,2.59,22.43,0,327.87,35.586,11.503,1.5,88.8,14.5,24.5,1.7,0.02,0.14,0.04,0.005,0.0025,0.058,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.078,0.0365,0.00015,0.0025,0.001,0.001,0.0025,0.0044,0.083,0.238,0.0005,0.473,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0161,15,0,341,360,269,13.28039691,2.60147985,Admisible,6.816086862,6.470440529,1.10916,1.06568,0.04348,4.43135885,1.19317013,0.002881429,0.066051618,0.00016684,0.004187375,0.003911859,0.002657914,0.002539631,5.373517395,5.373517395,0.740904217,0.324457733,0.024191988,0,0.007369197,0.002978925,-99,5.981014479,3.284497866,0.009181242,0.269256039,-2.41850757,6.733690196,0.658087723,0.177194093,0.164718183,0.25332,0.15345,6.43888,0.834542334,0.115067262,0.050390404,1.207924035,0.099651172,0.715087925,0.953268355,Bicarbonatada,calcica,0.784703483,-0.489892632,0.635475822,2019-029,8289-19,IE 035-19,15.82610277
B1,Rio Guatulame,LIM-JC-032,SNGM-LMR-0014,Rio Cogoti en Barrancas,318169,6557140,940,Superficial,Rio,Campana 2,Bicarbonatada calcica,Dulce,1.75,-10.81,-80.7,5.77,7.465740935,8.42,7.25,152,150,61.2,4.8,22.23,0,76.33,10.393,1.197,1.5,18,3.8,6.5,1,0.01,0.08,0.04,0.005,0.0025,0.005,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.083,0.0031,0.00015,0.0025,0.001,0.001,0.0055,0.0015,0.005,0.196,0.0005,0.076,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,78,83,63,3.111739254,1.753772224,Admisible,1.584141494,1.529534706,0.30831,0.28273,0.02558,0.898248416,0.312692862,0.001440715,0.054435491,0.00016684,0.004456809,0.004010426,0.000228607,0.000152952,1.250985399,1.250985399,0.21638334,0.03376301,0.024191988,0,0.00421097,0.002455038,-99,4.151190275,8.374005188,0.072713839,0.348114014,-8.13154297,1.519249655,0.591244772,0.205820591,0.202934638,0.30584,0.17825,1.50113,0.833361495,0.144146801,0.022491703,1.194565104,0.124834792,0.734786571,0.921194571,Bicarbonatada,calcica,0.274545368,-0.256427461,0.36335224,2019-029,8290-19,IE 035-19,18.6099514
B1,Rio Guatulame,LIM-JC-033,SNGM-LMR-0136,Pozo Hacienda bajo en La Isla,309220,6561650,732,Subterranea,Pozo,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,-0.48,-10.28,-75.5,6.71,7.346887097,7.07,6.86,379,382,52.4,4.36,20.25,0,202.72,25.45,10.989,1.5,50.5,10.5,15.5,1.4,0.01,0.09,0.03,0.005,0.0025,0.018,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0077,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.186,0.0005,0.244,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,215,227,166,8.341213631,0.475425827,Admisible,4.151510049,4.19117332,0.71001,0.67421,0.03581,2.520085833,0.864019749,0.001440715,0.051712699,0.00016684,0.000268601,0.003089766,0.00055926,0.000152952,3.322412683,3.322412683,0.529871644,0.309959665,0.024191988,0,0.004737341,0.00233224,-99,4.75603075,2.175141649,0.007524335,0.342853302,-1.29066461,4.094119216,0.61553797,0.211039226,0.173422804,0.27894,0.18277,4.16224,0.798226315,0.127304321,0.074469364,1.238121525,0.110248776,0.737598245,0.977180527,Bicarbonatada,calcica,0.40005397,-0.468178745,0.518305447,2019-029,8291-19,IE 035-19,16.46767329
B2,Rio Guatulame,LIM-JC-034,SNGM-LMR-0054,Embalse Cogoti ribera Este brazo Sur,303398,6562634,643,Superficial,Embalse,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,4.45,-5.59,-51.5,-6.79,9.214911016,8.44,7.38,267,267,55.4,4.28,24.73,0,131.84,18.485,5.129,1.5,33,7.8,11.3,2.2,0.01,0.11,0.04,0.005,0.0025,0.033,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.03,0.004,0.00015,0.0025,0.001,0.001,0.0056,0.0015,0.01,0.465,0.0005,0.188,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,143,151,108,5.694780036,4.453995057,Admisible,2.973876959,2.720260364,0.54779,0.49152,0.05627,1.646788762,0.641843242,0.001440715,0.129075124,0.00016684,0.001596794,0.004581182,0.000290013,0.000307374,2.160748264,2.160748264,0.38485962,0.144670409,0.024191988,0,0.005790083,0.005821282,-99,4.278933602,3.397502335,0.040238236,0.389754446,-2.786447547,2.836418918,0.580587286,0.226286476,0.193126238,0.30627,0.19597,2.69028,0.803169051,0.143055691,0.053775258,1.225303103,0.123889863,0.744978593,0.955836318,Bicarbonatada,calcica,0.403116505,-0.25697588,0.459479867,2019-030,8292-19,IE 036-19,17.32882432
B1,Rio Grande Medio,LIM-JC-035,SNGM-LMR-0030,Rio Los Molles en Bocatoma,364164,6597685,2475,Superficial,Rio,Campana 2,Sulfatada calcica,Dulce moderadamente mineralizada,1.35,-14.74,-108.4,9.48,7.35688273,8.09,6.72,346,353,55.1,4.75,8.98,0,25.77,139.668,2.038,1.5,51.5,7,7.5,1,0.02,0.24,0.02,0.005,0.0051,0.006,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.017,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.02,0.048,0.001,0.162,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0015,0.0025,29.9,0,222,235,21,6.940352937,1.351017098,Admisible,3.518360707,3.424560653,0.35181,0.32623,0.02558,2.569988522,0.576013166,0.002881429,0.013247714,0.000341542,0.000916888,0.002449793,0.000109214,0.000606887,0.422348929,0.422348929,2.90790227,0.057484557,0.024191988,0,0.012632909,0.000597471,-99,0.883794668,5.675068437,0.010393597,0.224130638,-5.120001079,3.497807239,0.734742754,0.164678362,0.100578885,0.18292,0.14262,3.38774,0.124669974,0.858361596,0.01696843,1.546149228,0.743362948,1.037954455,1.623582114,Sulfatada,calcica,0.294320994,-0.184249511,0.260110458,2019-030,8293-19,IE 036-19,9.326665902
B1,Rio Grande Medio,LIM-JC-036,SNGM-LMR-0021,Rio El Palomo antes de rio Los Molles,345267,6598184,1232,Superficial,Rio,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,3.58,-12.74,-93.2,8.66,7.319908392,7.96,7.4,467,461,54,4.68,15.32,0,202.22,74.669,1.631,1.5,84,7,8.5,0.9,0.02,0.08,0.01,0.005,0.0025,0.033,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.053,0.0333,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.504,0.0005,0.426,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,4.3,0,277,292,166,10.25595783,3.577890437,Admisible,5.310095129,4.943241961,0.39275,0.36973,0.02302,4.191825939,0.576013166,0.002881429,0.139903189,0.00016684,0.002870627,0.001111852,0.002424086,0.000152952,3.314218097,3.314218097,1.554616338,0.046004569,0.024191988,0,0.00421097,0.006309627,-99,2.696373271,8.036722708,0.137152186,0.137413427,-7.537087792,5.160584154,0.812277412,0.111617822,0.076104766,0.13191,0.09666,4.91484,0.674328924,0.316310735,0.009360341,1.267515709,0.273933132,0.750887921,1.168758709,Bicarbonatada,calcica,0.346740479,-0.100995329,0.23946065,2019-030,8294-19,IE 036-19,7.164420864
B1,Rio Grande Medio,LIM-JC-037,SNGM-LMR-0043,Estero Las Mollacas en Puente Las Mollacas,341126,6596907,1118,Superficial,Estero,Campana 2,Mixta calcica,Dulce moderadamente mineralizada,4.43,-13.38,-97.5,9.54,7.286611507,8.65,7.61,426,433,51.2,4.17,18.79,0,133.33,105.776,2.928,1.5,71,8,10,1.4,0.02,0.16,0.02,0.005,0.0025,0.025,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.022,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.01,0.867,0.0005,0.282,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,265,280,109,9.430503579,4.427461052,Admisible,4.919812905,4.50263758,0.47078,0.43497,0.03581,3.543090973,0.658300761,0.002881429,0.240616838,0.00016684,0.001178165,0.002375277,0.000109214,0.000314223,2.185168128,2.185168128,2.202267309,0.082588215,0.024191988,0,0.008421939,0.010851808,-99,1.608837836,5.266752948,0.131396569,0.185798436,-4.700319142,4.672170919,0.758339332,0.140898262,0.100762406,0.17121,0.12202,4.47002,0.488849344,0.492674643,0.018476013,1.364813335,0.426668757,0.855956531,1.308034594,Mixta,calcica,0.38819097,-0.186043704,0.300109289,2019-030,8295-19,IE 036-19,9.309841921
B1,Rio Grande Alto,LIM-JC-038,SNGM-LMR-0024,Rio Mostazal en El Maiten,348748,6592028,1419,Superficial,Rio,Campana 2,Sulfatada calcica,Dulce moderadamente mineralizada,4.22,-12.92,-95.3,8.05,7.377187188,8.06,6.91,254,247,54.5,4.36,17.91,0,40.15,66.034,8.688,1.5,31.5,4,9.5,1.2,0.04,0.17,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.028,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.579,0.0022,0.159,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,141,149,33,4.831537354,4.217998872,Admisible,2.514603381,2.311057077,0.44392,0.41322,0.03069,1.571934727,0.329150381,0.005762858,0.160774308,0.00016684,0.001525,0.001111852,0.000109214,0.000152952,0.658025203,0.658025203,1.37483474,0.245056836,0.024191988,0,0.00894831,0.007250914,-99,1.143362676,1.686233886,0.029588702,0.209391888,-0.811478737,2.345000355,0.670334537,0.140362614,0.189302849,0.25948,0.12156,2.27792,0.288871485,0.603549152,0.107579363,1.509353939,0.522688898,1.000215682,1.404542227,Sulfatada,calcica,0.198858412,-0.131774836,0.423836985,2019-030,8296-19,IE 036-19,17.62145321
B1,Rio Grande Alto,LIM-JC-039,SNGM-LMR-0019,Rio Mostazal antes de rio Grande,330901,6586352,717,Superficial,Rio,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,3.74,-11.56,-83.8,8.73,7.245238787,7.88,7.39,500,511,62.7,5.32,19.28,0,221.8,76.567,7.591,1.5,77,13.5,17,1.4,0.02,0.13,0.01,0.005,0.0025,0.019,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.02,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.598,0.0005,0.263,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0015,0.0025,10.7,0,304,321,182,11.38050051,3.741695294,Admisible,5.899995457,5.474400229,0.77526,0.73945,0.03581,3.842507111,1.110882534,0.002881429,0.165828235,0.00016684,0.001095895,0.001111852,0.000109214,0.000152952,3.635118059,3.635118059,1.594132895,0.214114461,0.024191988,0,0.006842826,0.007478846,-99,2.41040576,3.453535697,0.034929194,0.289103573,-2.620770819,5.728649039,0.670752752,0.193917017,0.13533023,0.23229,0.16794,5.44337,0.667807098,0.292857961,0.039334942,1.285763922,0.253622434,0.783761566,1.123116019,Bicarbonatada,calcica,0.561144932,-0.275861309,0.469865656,2019-030,8297-19,IE 036-19,12.90796365
B1,Rio Guatulame,LIM-JC-040,SNGM-LMR-0141,Pozo 3 AdV El Palqui,313312,6594073,402,Subterranea,Pozo,Campana 2,Bicarbonatada calcica,Dulce mineralizada,1.81,-9.86,-70.8,8.04,7.184384772,7.56,7.38,865,853,43.2,3.66,21.3,0,307.8,90.113,45.16,55.588,106.3,22.5,47.5,1,0.04,0.15,0.01,0.005,0.0025,0.023,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.023,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0089,0.013,0.643,0.0005,0.515,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,23.5,0,520,549,252,18.54044371,1.813366489,Admisible,9.435055997,9.098966248,2.09169,2.06612,0.02558,5.304655921,1.851470891,0.005762858,0.178464068,0.00016684,0.001215704,0.001111852,0.000109214,0.00040619,5.044586739,5.044586739,1.876162022,1.273799114,0.896522805,0,0.007895568,0.008048721,-99,2.827397559,1.622010629,0.006318674,0.349027518,-0.642089741,9.24781927,0.573611547,0.200206215,0.226182238,0.32629,0.17338,8.19455,0.615602815,0.228952476,0.15544471,1.369920947,0.19827866,0.855289712,1.089646108,Bicarbonatada,calcica,0.817893344,0.235378051,1.092271551,2019-030,8298-19,IE 036-19,22.34165312
B1,Rio Guatulame,LIM-JC-041,SNGM-LMR-0133,Pozo 3 Agricola Las Totoras,303164,6578472,688,Subterranea,Pozo,Campana 2,Sulfatada magnesica,Salada,-0.29,-7.82,-55.7,6.85,7.124653859,3.85,3.11,5536,5280,29.4,2.33,22.55,0,0,5586,12,14.5,390,310,43.5,3.5,0.01,2.25,306.5,0.005,0.0231,0.003,0.018,0.03,0.006,1.294,0.005,0.0068,0.0015,8.143,630.857,8.8636,0.00015,0.0025,0.001,0.001,0.4198,0.1072,7.02,1.895,0.0058,0.215,3.6758,0.0005,0.0005,0.0032,0.0005,0.0142,0.0568,0.7585,110.2,0,6362,6718,0.5,198.386991,0.292169848,Admisible,116.3102277,116.991866,1.98165,1.89213,0.08952,19.462049,25.50915449,0.001440715,0.525875107,0.001543597,33.88969944,34.07873614,0.645352307,0.214731196,0,0,116.3011003,0.338476293,0.23385588,0,0.118433519,0.023716943,-99,0.167341916,5.590131579,0.070069731,1.310712684,-4.854606957,46.95284916,0.414501981,0.543293005,0.042205014,0.31385,0.47051,116.63958,0,0.997098101,0.002901899,1.60145095,0.863512285,1.071102507,1.782102734,Sulfatada,magnesica,1.643169365,-71.32989684,0.399023091,2019-030,8299-19,IE 036-19,4.029844931
B1,Rio Guatulame,LIM-JC-042,SNGM-LMR-0009,Rio Guatulame en San Marcos,301885,6573374,539,Superficial,Rio,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,4.59,-7.78,-60.5,1.74,7.776346365,7.69,7.87,243,245,79.2,7.02,18.7,0,128.07,14.502,4.448,1.5,32,6.8,10.3,2,0.01,0.12,0.2,0.005,0.0025,0.016,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.12,0.0145,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.418,0.0005,0.162,0.0024,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,134,141,105,5.341675232,4.589901027,Admisible,2.802871121,2.556864558,0.49917,0.44802,0.05115,1.596886072,0.559555647,0.001440715,0.115892487,0.00016684,0.006467777,0.022081734,0.001052507,0.000152952,2.09896109,2.09896109,0.301933147,0.125461879,0.024191988,0,0.006316454,0.005226746,-99,5.288873017,3.57097217,0.041660031,0.350404238,-2.978693719,2.655616109,0.60132414,0.210706527,0.187969334,0.29332,0.18248,2.52636,0.830825503,0.119513296,0.049661201,1.209417849,0.103501551,0.728571915,0.936351138,Bicarbonatada,calcica,0.373712511,-0.244452518,0.431463824,2019-030,8300-19,IE 036-19,16.87069441
A3,Rio Guatulame,LIM-JC-043,SNGM-LMR-0132,Sondaje 3 APR El Soruco,298531,6556797,853,Subterranea,Pozo,Campana 2,Bicarbonatada calcica,Dulce moderadamente mineralizada,1.86,-7.11,-48.6,8.28,6.83616375,7.31,7.14,466,466,55.8,4.44,21.88,0,238.65,14.7,15.474,18.687,53.5,14,27.5,2.1,0.02,0.25,0.01,0.005,0.0025,0.036,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.036,0.0015,0.00015,0.0059,0.001,0.001,0.0025,0.0114,0.027,0.281,0.0005,0.21,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0027,0.0025,21.4,0,264,278,196,10.1263585,1.85906064,Admisible,5.156567512,4.968339354,1.24988,1.19617,0.05371,2.669793902,1.152026332,0.002881429,0.077846241,0.00016684,0.001910105,0.001111852,0.000109214,0.000838161,3.911275586,3.911275586,0.306055527,0.436465179,0.301383782,0,0.01315928,0.003510862,-99,8.723233742,2.740590328,0.008043853,0.431503844,-1.863649829,5.07170367,0.526409679,0.2271478,0.246442521,0.36002,0.19672,4.6538,0.840448387,0.065764702,0.093786911,1.226669262,0.056953903,0.752997067,0.877378211,Bicarbonatada,calcica,0.813418257,-0.395510879,0.865313726,2019-030,8301-19,IE 036-19,23.58521567
B1,Rio Grande Medio,LIM-JC-044,SNGM-LMR-0139,Pozo 3 AdV Montepatria,312504,6602125,410,Subterranea,Pozo,Campana 2,Bicarbonatada calcica,Dulce mineralizada,1.99,-10.57,-76.9,7.66,7.275569159,7.1,7.06,907,902,49.9,4.35,19.81,0,317.21,137.114,43.803,27.225,121.3,22.5,47.5,2.2,0.04,0.16,0.01,0.005,0.0025,0.022,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.062,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0063,0.072,0.332,0.0005,0.579,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0036,0.0025,11.8,0,558,589,260,19.86925183,1.989997733,Admisible,10.13194917,9.736566161,2.12238,2.06612,0.05627,6.053196267,1.851470891,0.005762858,0.092234015,0.00016684,0.003310478,0.001111852,0.000109214,0.002202185,5.198808835,5.198808835,2.854727725,1.235523087,0.439084575,0,0.008421939,0.00415975,-99,2.120411069,1.672259891,0.003366792,0.305866654,-0.717802434,10.02705172,0.603686551,0.184647586,0.211665864,0.30399,0.15991,9.28906,0.559670089,0.307321498,0.133008414,1.386669163,0.266148224,0.875997888,1.150656818,Bicarbonatada,calcica,0.886861478,-0.148869402,1.039268687,2019-030,8302-19,IE 036-19,20.60541582
,Rio Grande Medio,LIM-JC-045,SNGM-LMR-1029,Troop Montepatria,317314,6602030,502,Proceso,Blanco,Campana 2,Bicarbonatada sodica,Dulce,-18.17,-14.62,-108.1,8.94,7.388850592,8.41,5.32,22,4.6,20.9,1.75,21.2,0,2.23,0.5,0.287,1.5,0.05,0.2,0.7,0.05,0.01,0.015,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.02,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.003,0.0005,0.001,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.5,0,2,3,2,0.134116914,18.16754988,Descartar,0.055424973,0.080034672,0.03173,0.03045,0.00128,0.002495134,0.016457519,0.001440715,0.000693738,0.00016684,0.00107015,0.001111852,0.000109214,0.000152952,0.036547851,0.036547851,0.010410052,0.008095225,0.024191988,0,0.000789557,3.13E-05,-99,0.239685114,3.761232349,0.003864938,6.595844476,-2.919206691,0.050679512,0.049233593,0.324737124,0.626029283,0.7884,0.28123,0.05505,0.663865115,0.189091019,0.147043866,1.341589376,0.163757626,1.031082084,0.701572031,Bicarbonatada,sodica,0.023631634,-0.028005249,0.312780057,2019-030,8303-19,IE 036-19,60.07954608
D2,Rio Hurtado,LIM-JC-046,SNGM-LMR-0066,Nieve en quebrada Amarilla,381131,6618033,4138,Precipitacion,Nieve,Campana 6,Mixta,Dulce,19.28,-13.7,-94.2,15.4,6.876151054,9.21,5.45,2,2,34.1,2.18,18.5,0,0.5,0.5,0.5,1.5,0.05,0.05,0.05,0.05,0.01,0.015,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.259,0.0005,0.001,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,1,1,1,0.144798447,19.27528039,Descartar,0.085239251,0.057689361,0.00345,0.00217,0.00128,0.002495134,0.00411438,0.001440715,0.071925867,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,0.008194585,0.008194585,0.010410052,0.014103179,0.024191988,0,0.000789557,0.003243853,-99,0.239685114,0.154210526,0.230008657,1.648961119,0.755112201,0.010063211,0.247946164,0.408853585,0.343200251,0.54763,0.35408,0.03271,0.250539055,0.318274137,0.431186808,1.690323877,0.275633488,1.096330598,1.304460026,Mixta,mixta,-0.010649482,-0.011995123,0.037832171,2020-003,8505-20,IE 001-21,21.61197559
