Contexto_H,SubCuenca,Cod_Muestr,Cod_SNGM,Nombre_Pto,uTM_Este,uTM_Norte,Elv,Tipo_Pto,Categoria,Campana,Tipo_Piper,Salinidad,Balan_Ioni,Oxigeno_18,Deuterio,Ex_deuteri,D_O,pH_Terr,pH_Lab,CE_terr,CE_Lab_uS_,OD _,OD ppm,Temp_Terr,CO3_mg/l,HCO3_mg/l,SO4_mg_l,Cl_mg_l,NO3_mg_l,Ca_mg_l,Mg_mg_l,Na_mg_l,K_mg_l,Li_mg_l,F_mg_l,Al_mg_l,Sb_mg_l,As_mg_l,Ba_mg_l,Be_mg_l,B_mg_l,Cd_mg_l,Co_mg_l,Cu_mg_l,Cr_mg_l,Sn_mg_l,P_mg_l,Fe_mg_l,Mn_mg_l,Hg_mg_l,Mo_mg_l,Ag_mg_l,Pb_mg_l,Se_mg_l,V_mg_l,Zn_mg_l,Br_mg_l,Rb_mg_l,Sr_mg_l,Y_mg_l,Cs_mg_l,Hf_mg_l,Ta_mg_l,Tl_mg_l,Th_mg_l,u_mg_l,Ni_mg_l,SiO2_mg_l,I_mg_l,SSD_mg_l,STD_mg_l,Alca_CaCO3,TDS_meq_l,Balan_abso,Balan_5,Cat_r_tot,An_r_tot,rNa_rK,rNa,rK,rCa,rMg,rLi,rB,rAs,rFe,rAl,rMn,rZn,rHCO3_rCO3,rHCO3,rSO4,rCl,rNO3,rCO3,rF,rBr,rCa_rCO3,rCa_rSO4,rNa_rCl,rBr_rCl,rMg_rCa,ICB,rCat_tot,Ca,Mg,Na_K,CatX,CatY,rAn_tot,HCO3_CO3,SO4,Cl,AnX,AnY,CeX,CeY,Anion,Cation,K_NaCl,Ca_MgSO4HC,RAS_1,Infoqca,Codlab,InfoOD,Na100
B1,Rio Hurtado,LIM-JC-047,SNGM-LMR-0150,Pozo en quebrada Amarilla,381899,6615556,3685,Subterranea,Pozo,Campana 6,Sulfatada calcica,Salobre,-4.41,-16.32,-117.7,12.82,7.21429932,3.66,2.67,4097,4090,17,1.21,7.59,0,0,3855,38.455,1.5,570,53,19,12.25,0.1,5.04,200,0.005,0.252,0.003,0.017,0.03,0.525,0.257,5.721,0.0028,0.0015,1.268,240,40.1276,0.00015,0.0025,0.001,0.028,0.0125,0.0256,87,0.179,0.0658,2.688,0.3053,0.0073,0.0005,0.0005,0.0005,0.0012,0.0541,0.1485,0,0,4553,4808,0.5,128.5572353,4.410069506,Admisible,74.73940983,81.63565906,1.13976,0.82645,0.31332,28.44453316,4.361242543,0.014407146,0.049742068,0.016818027,12.89282836,22.23704692,2.921665733,2.661364332,0,0,80.2615005,1.084675486,0.024191988,0,0.265291083,0.002243365,-99,0.354398223,0.761929528,0.002068236,0.153324455,-0.050785746,33.94553724,0.837946177,0.128477641,0.033576182,0.09782,0.11126,81.34618,0,0.986665931,0.013334069,1.606667034,0.854477762,1.066788091,1.789575521,Sulfatada,calcica,0.055086054,-47.4557248,0.204058398,2020-003,8506-20,IE 001-21,2.434624248
B1,Rio Hurtado,LIM-JC-048,SNGM-LMR-0050,Estero en quebrada Amarilla,381664,6615511,3647,Superficial,Estero,Campana 6,Sulfatada calcica,Salobre,-0.02,-14.48,-109.8,6.04,7.582879748,4.07,4,1784,1772,31.9,2.03,15.94,0,0,1576,0.5,1.5,245,43,8,2.2,0.02,3.7,107,0.005,0.009,0.011,0.011,0.03,0.156,0.145,1.55,0.0005,0.0015,0.025,0.225,60,0.00015,0.0025,0.001,0.001,0.011,0.0015,17.51,0.158,0.015,0.078,0.356,0.0005,0.0005,0.0005,0.0005,0.0005,0.021,0.146,0,0,1879,1984,0.5,49.27570165,0.024713674,Admisible,33.02920675,33.04553624,0.40425,0.34798,0.05627,12.22615899,3.538366591,0.002881429,0.043847006,0.000600625,0.012087027,11.8968201,4.368560923,0.53563781,0,0,32.81248373,0.014103179,0.024191988,0,0.194757343,0.001977498,-99,0.372606935,24.67368421,0.140216467,0.289409503,-27.6634842,16.16877183,0.756158793,0.21883954,0.025001667,0.13442,0.18952,32.82659,0,0.999570373,0.000429627,1.600214813,0.865653336,1.062500833,1.797001269,Sulfatada,calcica,0.390143065,-17.04795815,0.123944015,2020-003,8507-20,IE 001-21,2.152157166
B1,Rio Hurtado,LIM-JC-049,SNGM-LMR-0048,Estero en quebrada Amarilla antes de rio Hurtado,379190,6613797,3345,Superficial,Estero,Campana 6,Sulfatada calcica,Salobre,-4.26,-15.04,-112.7,7.63,7.492441177,3.34,3.48,1628,1600,37.8,2.79,10.29,0,0,1007,1.3,1.5,262,22,14,4.9,0.04,0.99,25,0.005,0.0025,0.005,0.004,0.03,0.027,0.032,1.27,0.0005,0.0015,0.025,3.8,7.85,0.00015,0.0025,0.001,0.001,0.0025,0.0015,4.25,0.161,0.0285,0.881,0.0517,0.003,0.0005,0.0005,0.0005,0.0005,0.0063,0.0235,0,0,1313,1387,0.5,36.95466848,4.263218395,Admisible,19.35503237,21.07881562,0.73429,0.60896,0.12533,13.07450472,1.810327093,0.005762858,0.044654468,0.00016684,0.204136449,2.779630865,0.571553387,0.130009177,0,0,20.96584462,0.036668265,0.024191988,0,0.052110748,0.002013914,-99,0.623609731,16.60728745,0.054922544,0.138462384,-19.0251231,15.61911833,0.837083402,0.115904564,0.047012034,0.10496,0.10038,21.00251,0,0.998254101,0.001745899,1.600872949,0.864513411,1.073506017,1.777939732,Sulfatada,calcica,0.697618256,-6.081012811,0.223219482,2020-003,8508-20,IE 001-21,3.898814291
B1,Rio Hurtado,LIM-JC-050,SNGM-LMR-0034,Rio Hurtado despues de estero quebrada Amarilla,378407,6614252,3268,Superficial,Rio,Campana 6,Sulfatada calcica,Dulce moderadamente mineralizada,0.47,-14.83,-110.3,8.34,7.437971888,5.03,4.92,624,641,33.9,2.26,14.7,0,2,303,12,1.5,100,10,15,2.2,0.06,0.56,0.94,0.005,0.0025,0.003,0.001,0.03,0.004,0.003,0.113,0.0005,0.0015,0.025,0.092,1.27,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.614,0.161,0.0045,0.203,0.0082,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.0025,0,0,447,472,2,13.31581946,0.466963407,Admisible,6.796595083,6.733414888,0.70873,0.65246,0.05627,4.990268975,0.822875951,0.008644288,0.044761088,0.00016684,0.004942251,0.104958861,0.092467873,0.018782502,0.032778341,0.032778341,6.308491479,0.338476293,0.024191988,0,0.029476787,0.002018723,-99,0.79103998,1.927631579,0.005964149,0.164896112,-1.093873245,6.52187138,0.76515906,0.126171754,0.108669186,0.17176,0.10927,6.67975,0.004907124,0.944420847,0.05067203,1.622882453,0.817892445,1.101881031,1.720293378,Sulfatada,calcica,0.370250161,-0.528124894,0.382702862,2020-003,8509-20,IE 001-21,10.00414685
B1,Rio Hurtado,LIM-JC-051,SNGM-LMR-0035,Rio Hurtado antes de estero quebrada Amarilla,378420,6613828,3273,Superficial,Rio,Campana 6,Sulfatada calcica,Dulce moderadamente mineralizada,2.35,-14.87,-109.2,9.76,7.343918581,8.23,8.45,367,374,36.3,2.27,18.45,4.6,37,111,16,3.6,50,6.4,15,1.5,0.06,0.32,0.01,0.005,0.008,0.008,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.044,0.007,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.16,0.003,0.175,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.0025,0,0,226,239,38,7.367500963,2.353277859,Admisible,3.770322507,3.596950111,0.69082,0.65246,0.03837,2.495134488,0.526640609,0.008644288,0.044408355,0.000533889,0.002363685,0.001111852,0.000509665,0.000152952,0.759712207,0.606399316,2.311031532,0.451301723,0.05806077,0.153312892,0.016843878,0.002002815,16.27478591,1.079662676,1.445723684,0.004437862,0.211067023,-0.530733627,3.712597821,0.672072389,0.141852319,0.186075292,0.257,0.12285,3.52205,0.215701988,0.656161755,0.128136257,1.556217135,0.568252749,1.035186652,1.470704017,Sulfatada,calcica,0.239521001,0.104344249,0.530806481,2020-003,8510-20,IE 001-21,17.57415216
B1,Rio Hurtado,LIM-JC-052,SNGM-LMR-0107,Vertiente en Rio Hurtado antes de Estero Quebrada Amarilla,378101,6613612,3320,Vertiente,Otro,Campana 6,Bicarbonatada calcica,Dulce,7.99,-16.61,-119.8,13.05,7.214503951,8.01,7.68,73,74.9,37.4,2.75,9.85,0,38,0.5,0.5,1.5,9.9,1,3.9,0.64,0.01,0.17,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.119,0.0011,0.029,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.0025,0,0,37,39,31,1.479259653,7.994923726,Descartar,0.798698142,0.680442015,0.18601,0.16964,0.01637,0.494036629,0.082287595,0.001440715,0.033115648,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,0.622788486,0.622788486,0.010410052,0.014103179,0.024191988,0,0.00894831,0.001493514,-99,47.45765258,12.02842105,0.105899116,0.166561729,-12.18909014,0.762332321,0.648059403,0.107941895,0.243998703,0.29797,0.09348,0.6473,0.962130132,0.016082225,0.021787643,1.129828756,0.013927616,0.690934285,0.774115137,Bicarbonatada,calcica,0.171904918,-0.056874315,0.316014636,2020-003,8511-20,IE 001-21,22.25262773
B1,Rio Hurtado,LIM-JC-053,SNGM-LMR-0064,Glaciarete El Ternero Alto,380789,6626042,4416,Criosfera,Glaciarete,Campana 6,Sulfatada calcica,Dulce,-2.67,-15.89,-111.8,15.33,7.034861558,6.07,4.98,57,55,26.6,1.72,8.17,0,2,21,0.5,1.5,5,0.9,0.2,0.29,0.01,0.05,0.17,0.005,0.0025,0.003,0.001,0.03,0.005,0.001,0.005,0.0005,0.0015,0.025,0.005,0.919,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.78,0.119,0.0005,0.001,0.0089,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,30,32,2,0.88688499,2.668359086,Admisible,0.484369448,0.510927546,0.01612,0.0087,0.00742,0.249513449,0.074058836,0.001440715,0.032908155,0.00016684,0.000268601,0.01912386,0.066911791,0.023860508,0.032778341,0.032778341,0.437222182,0.014103179,0.024191988,0,0.002631856,0.001484156,-99,0.570678843,0.616842105,0.105235582,0.296813001,-0.142770286,0.339688978,0.734535015,0.218019543,0.047445442,0.15646,0.18881,0.4841,0.067709338,0.903158104,0.029132557,1.580711609,0.782157862,1.039868052,1.718926383,Sulfatada,calcica,0.002013515,-0.146428239,0.021628199,2020-003,8512-20,IE 001-21,2.560999943
B1,Rio Hurtado,LIM-JC-054,SNGM-LMR-0062,Glaciar de roca El Ternero Alto en lago,380846,6625948,4422,Criosfera,Lago,Campana 6,Sulfatada calcica,Dulce moderadamente mineralizada,3.22,-4.2,-53.2,-19.55,12.65255907,8.68,7.17,248,256,25.6,1.52,13.06,0,18,95.663,0.5,1.5,41,3.9,1.4,0.68,0.01,0.15,0.03,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.028,0.032,0.00015,0.0025,0.001,0.003,0.0025,0.0015,0.074,0.117,0.0005,0.025,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,153,161,15,4.815174628,3.224998785,Admisible,2.488396461,2.332909406,0.07829,0.0609,0.01739,2.04601028,0.320921621,0.001440715,0.032469017,0.00016684,0.001504163,0.003002001,0.002329899,0.002263689,0.295005072,0.295005072,1.991713599,0.014103179,0.024191988,0,0.007895568,0.001464351,-99,1.02726129,4.317894737,0.103831281,0.156852399,-4.551105643,2.445220137,0.836738684,0.13124447,0.032016846,0.09764,0.11366,2.30082,0.12821726,0.865653114,0.006129627,1.538956184,0.749677587,1.001899793,1.679886542,Sulfatada,calcica,0.064185057,0.08021323,0.055977201,2020-003,8513-20,IE 001-21,2.490411429
B1,Rio Hurtado,LIM-JC-055,SNGM-LMR-0060,Protalus El Ternero Alto en lago,379762,6626120,4566,Criosfera,Lago,Campana 6,Bicarbonatada calcica,Dulce,6.89,-15.07,-107.9,12.66,7.159931402,7.83,7.79,140,139,25,1.69,6.94,0,40,23.859,0.5,1.5,20,3.8,0.6,0.58,0.01,0.27,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.021,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.099,0.0005,0.047,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0073,0.0025,0,0,71,75,33,2.587898138,6.893009934,Descartar,1.383214404,1.204820875,0.04093,0.0261,0.01483,0.998053795,0.312692862,0.001440715,0.02742523,0.00016684,0.001128122,0.001111852,0.000109214,0.000152952,0.655566828,0.655566828,0.496746859,0.014103179,0.024191988,0,0.014212022,0.001236877,-99,2.009179882,1.850526316,0.087701971,0.313302613,-1.902382677,1.351679479,0.738380519,0.231336546,0.030282935,0.14595,0.20034,1.16642,0.562034764,0.425874208,0.012091028,1.325028132,0.368817883,0.784124086,1.305691173,Bicarbonatada,calcica,0.026829643,0.15843297,0.032237986,2020-003,8514-20,IE 001-21,1.93080564
B1,Rio Hurtado,LIM-JC-056,SNGM-LMR-0032,Rio Hurtado antes de estero Calabozo,377285,6610542,3386,Superficial,Rio,Campana 6,Mixta calcica,Dulce moderadamente mineralizada,5.5,-14.26,-107.6,6.46,7.54657081,7.77,7.6,207,208,35.2,2.11,20.35,0,40,21.658,23.041,1.5,20,1.7,17,2.2,0.1,0.17,0.01,0.005,0.0217,0.011,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.167,0.0045,0.106,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0023,0.0025,0,0,106,112,33,3.78789375,5.495086167,Descartar,1.997639966,1.789531624,0.79572,0.73945,0.05627,0.998053795,0.139888912,0.014407146,0.046478517,0.001448179,0.000268601,0.001111852,0.000109214,0.000152952,0.655566828,0.655566828,0.45092181,0.649902688,0.024191988,0,0.00894831,0.002096179,-99,2.213363321,1.137788702,0.003225374,0.140161695,-0.224369145,1.933663505,0.516146575,0.072343979,0.411509446,0.44768,0.06265,1.75639,0.37324645,0.256731973,0.370021577,1.598387563,0.22233641,1.069131498,1.139034806,Mixta,calcica,0.14581811,0.031454069,0.980312972,2020-003,8515-20,IE 001-21,38.24098317
,Rio Hurtado,LIM-JC-057,SNGM-LMR-1031,Refugio Hurtado,376147,6617804,3271,Proceso,Blanco,Campana 6,Mixta,Dulce,-16.13,-15.45,-113.4,10.26,7.336063177,9.3,5.29,2,1,20.8,1.48,13.06,0,0.5,0.5,0.5,1.5,0.05,0.05,0.05,0.05,0.01,0.015,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.102,0.0005,0.001,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,0.5,0.5,1,0.099260735,16.12655037,Descartar,0.041666662,0.057689361,0.00345,0.00217,0.00128,0.002495134,0.00411438,0.001440715,0.028353277,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,0.008194585,0.008194585,0.010410052,0.014103179,0.024191988,0,0.000789557,0.001278731,-99,0.239685114,0.154210526,0.090669734,1.648961119,0.755112201,0.010063211,0.247946164,0.408853585,0.343200251,0.54763,0.35408,0.03271,0.250539055,0.318274137,0.431186808,1.690323877,0.275633488,1.096330598,1.304460026,Mixta,mixta,-0.010649482,-0.011995123,0.037832171,2020-003,8516-20,IE 001-21,21.61197559
B1,Rio Hurtado,LIM-JC-058,SNGM-LMR-0108,Vertiente en Quebrada El Ternero,382144,6623135,3895,Vertiente,Otro,Campana 6,Sulfatada calcica,Dulce moderadamente mineralizada,2.44,-17.23,-127.5,10.37,7.398307023,7.57,7.54,220,225,29,2.08,5.71,0,35.14,64.183,1.88,3.2,33,4,2.3,0.71,0.02,0.16,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.1,0.0005,0.076,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0071,0.0025,0,0,127,134,29,4.151687312,2.439138523,Admisible,2.126540091,2.025271651,0.1182,0.10004,0.01816,1.646788762,0.329150381,0.002881429,0.027707066,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,0.575915458,0.575915458,1.336296728,0.053027953,0.051609574,0,0.008421939,0.001249587,-99,1.232352611,1.886618141,0.023564693,0.199874075,-1.229069543,2.094142136,0.786378696,0.157176714,0.05644459,0.13503,0.13612,1.96524,0.293050934,0.679966128,0.026982938,1.466966002,0.588867941,0.931696828,1.515981346,Sulfatada,calcica,0.065175041,0.063726956,0.100650765,2020-003,8517-20,IE 001-21,4.777302144
B1,Rio Hurtado,LIM-JC-059,SNGM-LMR-0046,Estero en quebrada El Ternero antes de rio Hurtado,376553,6618357,3302,Superficial,Estero,Campana 6,Sulfatada calcica,Dulce moderadamente mineralizada,2.21,-15.91,-118.7,8.54,7.463529945,7.72,7.71,508,518,26,1.76,15.59,0,37.83,183.724,20.282,1.5,70,10.5,18,1.8,0.12,0.31,0.04,0.005,0.0082,0.007,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.4986,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.11,0.136,0.0068,0.245,0.0005,0.0048,0.0005,0.0005,0.0005,0.0005,0.0029,0.0025,0,0,325,343,31,10.30160379,2.206118096,Admisible,5.285939861,5.057745937,0.82899,0.78295,0.04604,3.493188283,0.864019749,0.017288575,0.037852301,0.000545937,0.000268601,0.004129898,0.036302506,0.003356743,0.620002327,0.620002327,3.825152768,0.572081347,0.024191988,0,0.016317507,0.001707137,-99,0.913215366,1.368597512,0.002984081,0.247344168,-0.449072362,5.186195301,0.673555098,0.166599925,0.159844977,0.24314,0.14428,5.01724,0.123574469,0.762402333,0.114023199,1.595224365,0.660259788,1.068135254,1.573204908,Sulfatada,calcica,0.256905922,-0.087947063,0.530449915,2020-003,8518-20,IE 001-21,15.09679183
B1,Rio Hurtado,LIM-JC-060,SNGM-LMR-0058,Morrena Valle del Viento en lago centro,372369,6610369,3661,Criosfera,Lago,Campana 6,Bicarbonatada mixta,Dulce moderadamente mineralizada,2.71,2.63,-28.9,-49.92,-11.0087737,10.1,8.2,365,207,34.7,2.25,14.42,0,67.11,30.947,5.647,1.5,18.3,4.9,15.3,3.1,0.02,1.29,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.147,0.0036,0.106,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0096,0.0025,0,0,112,119,55,4.102793235,2.710195969,Admisible,2.106753232,1.995572174,0.74479,0.66551,0.07929,0.913219223,0.403209216,0.002881429,0.04083922,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,1.099877245,1.099877245,0.644319755,0.159281302,0.024191988,0,0.067901884,0.001841847,-99,1.417338542,4.17818497,0.011563485,0.441525108,-3.675970599,2.061223124,0.443047243,0.195616482,0.361336275,0.45914,0.16941,1.90348,0.577824945,0.338495981,0.083679074,1.352927065,0.293146119,0.941755665,1.005315873,Bicarbonatada,mixta,0.585513383,-0.427768562,0.820292668,2020-003,8519-20,IE 001-21,32.28698215
B1,Rio Hurtado,LIM-JC-061,SNGM-LMR-0056,Morrena Valle del Viento en lago sur,368779,6608022,4070,Criosfera,Lago,Campana 6,Sulfatada calcica,Dulce moderadamente mineralizada,-2.85,-9.09,-77,-4.28,8.470692127,8.28,8,334,336,32.6,2.1,12.79,0,75.65,112.059,0.5,1.5,53,7.5,2.6,0.29,0.02,0.04,0.01,0.005,0.0025,0.036,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.092,0.0005,0.252,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0366,0.0025,0,0,214,226,62,7.025901863,2.853943466,Admisible,3.412799905,3.613321436,0.12051,0.11309,0.00742,2.644842557,0.617156964,0.002881429,0.025599588,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,1.239840763,1.239840763,2.333080022,0.014103179,0.024191988,0,0.002105485,0.00115454,-99,1.133627022,8.018947368,0.081863829,0.233343555,-7.544875549,3.382509429,0.781917276,0.182455356,0.035627368,0.12686,0.15801,3.58702,0.345646077,0.650422201,0.003931721,1.429142822,0.563282149,0.894990645,1.488460858,Sulfatada,calcica,0.106406729,-0.310921264,0.088553846,2020-003,8520-20,IE 001-21,3.343454064
B1,Rio Hurtado,LIM-JC-062,SNGM-LMR-0057,Morrena Valle del Viento en lago norte,372079,6613622,3884,Criosfera,Lago,Campana 6,Bicarbonatada calcica,Dulce,0.25,-6.79,-68.7,-14.44,10.12761177,9.93,8.07,143,136.4,41.8,2.45,17.11,0,53.69,20.045,1.264,1.5,21.5,1.6,2.9,0.25,0.01,0.04,0.01,0.005,0.0025,0.025,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.093,0.0005,0.125,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,74,79,44,2.725149891,0.253667749,Admisible,1.366137228,1.359223866,0.13254,0.12614,0.00639,1.07290783,0.131660152,0.001440715,0.025783082,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,0.879934574,0.879934574,0.417338983,0.035652836,0.024191988,0,0.002105485,0.001162816,-99,2.570830607,3.538057961,0.032614959,0.122713386,-2.717403833,1.337103972,0.802411669,0.098466653,0.099121678,0.14836,0.08527,1.33293,0.660152413,0.313099797,0.026747791,1.283297689,0.271152378,0.769484633,1.161102697,Bicarbonatada,calcica,0.096883154,-0.092705575,0.162539293,2020-003,8521-20,IE 001-21,9.433956031
B1,Rio Hurtado,LIM-JC-063,SNGM-LMR-0106,Morrena Valle del Viento en vega,375544,6610509,3391,Criosfera,Vertiente,Campana 6,Mixta calcica,Dulce,6.73,-15.12,-109.2,11.82,7.218076142,8.35,7.4,108,108.3,40.6,3.19,6,0,24.89,20.184,1.613,1.5,15.8,0.9,2.7,0.78,0.01,0.06,0.02,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.096,0.0005,0.051,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0035,0.0025,0,0,57,60,20,1.930525132,6.729221847,Descartar,1.031016628,0.901006505,0.13739,0.11744,0.01995,0.788462498,0.074058836,0.001440715,0.026532296,0.00016684,0.000268601,0.002432441,0.000109214,0.000152952,0.407926459,0.407926459,0.420232977,0.045496855,0.024191988,0,0.003158227,0.001196605,-99,1.876250893,2.581329331,0.026300836,0.093928165,-2.019818311,0.99991357,0.788530651,0.074065237,0.137404112,0.17444,0.06414,0.87366,0.466918699,0.481004923,0.052076378,1.392578839,0.416562483,0.885242706,1.295294442,Mixta,calcica,0.091895381,0.034361898,0.178835967,2020-003,8522-20,IE 001-21,11.74525177
B1,Rio Hurtado,LIM-JC-064,SNGM-LMR-0059,Morrena Calabozo en lago,372758,6606766,3830,Criosfera,Lago,Campana 6,Sulfatada calcica,Dulce moderadamente mineralizada,3.78,-10.57,-88.2,-3.61,8.341756181,3.94,4.25,570,585,42.5,2.67,13.62,0,0,305,0.5,1.5,77,17.2,12,3.27,0.02,0.93,8.01,0.005,0.0025,0.003,0.001,0.03,0.004,0.066,0.005,0.0005,0.0015,0.025,0.366,1.8438,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.243,0.087,0.0338,0.14,0.0415,0.0027,0.0005,0.0005,0.0005,0.0005,0.0074,0.0313,0,0,416,166,0.5,12.34888076,3.775708064,Admisible,6.942567093,6.437379375,0.6056,0.52197,0.08364,3.842507111,1.415346636,0.002881429,0.024265841,0.00016684,0.019637077,0.890487177,0.13424527,0.007427647,0,0,6.350131687,0.014103179,0.024191988,0,0.048952521,0.001094388,-99,0.605106681,37.01052632,0.077598696,0.368339367,-41.94081994,5.863455811,0.655331469,0.241384378,0.103284152,0.22398,0.20905,6.36423,0,0.997783995,0.002216005,1.601108003,0.864106287,1.101642076,1.729206648,Sulfatada,calcica,0.591498885,-1.09227794,0.321923753,2020-003,8523-20,IE 001-21,8.902021078
B1,Rio Hurtado,LIM-JC-065,SNGM-LMR-0047,Estero Calabozo,377272,6609612,3455,Superficial,Estero,Campana 6,Sulfatada calcica,Dulce moderadamente mineralizada,-0.46,-15.3,-112.3,10.09,7.34089957,7,7.32,273,273,37.3,2.3,17.02,0,27.09,102.153,0.5,1.5,33,6.3,8.3,1.91,0.02,0.39,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.028,0.0164,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.015,0.083,0.0081,0.081,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,440,176,22,5.233315758,0.463285969,Admisible,2.605389184,2.62964235,0.40988,0.36103,0.04885,1.646788762,0.518411849,0.002881429,0.022989685,0.00016684,0.001519872,0.001111852,0.0011957,0.000445057,0.443982634,0.443982634,2.126836073,0.014103179,0.024191988,0,0.020528477,0.001036834,-99,0.774290404,25.59894737,0.073517731,0.314801668,-28.06281918,2.575078748,0.639510059,0.201318833,0.159171108,0.25983,0.17435,2.58492,0.171758627,0.822785433,0.00545594,1.516848657,0.712553087,1.04370624,1.532059791,Sulfatada,calcica,0.395774958,-0.405618096,0.346980484,2020-003,8524-20,IE 001-21,14.02001914
B1,Rio Hurtado,LIM-JC-066,SNGM-LMR-0032,Rio Hurtado antes de estero Calabozo,377285,6610542,3386,Superficial,Rio,Campana 6,Mixta calcica,Dulce moderadamente mineralizada,4.75,-14.04,-105.3,7.08,7.495773362,7.52,7.58,202,207,38.6,2.3,20.74,0,40.02,21.572,22.868,1.5,19.5,1.7,17,2.03,0.1,0.17,0.03,0.005,0.0263,0.012,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0112,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.13,0.0047,0.113,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0026,0.0025,0,0,105,110,33,3.741747217,4.746248012,Admisible,1.960892585,1.783189178,0.79137,0.73945,0.05192,0.97310245,0.139888912,0.014407146,0.036134329,0.001754195,0.000268601,0.002998084,0.000813167,0.000152952,0.655894611,0.655894611,0.449131281,0.645022988,0.024191988,0,0.00894831,0.001629657,-99,2.166632544,1.146396251,0.002526509,0.143755585,-0.226890769,1.904364112,0.510985501,0.07345702,0.415557479,0.45229,0.06362,1.75005,0.374786452,0.256639278,0.36857427,1.596893909,0.222256134,1.070385514,1.134195426,Mixta,calcica,0.146349762,0.00796547,0.99124053,2020-003,8525-20,IE 001-21,38.82933579
